rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
17,Paradise Valley,,2014,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",MIRA Books,Robyn Carr,,FALSE,2,1.54,FALSE
18,The Power of Six,,2011,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperCollins,Pittacus Lore,,FALSE,2,2.99,FALSE
19,Lies My Teacher Told Me,,2018,EBOOK,9.78162E+12,"Education, History, History, United States",The New Press,James W. Loewen,,FALSE,2,1.69,FALSE
20,Something Smells/Bossy Boots,SpongeBob SquarePants - Season 2,2000,TELEVISION,,Children's,Nickelodeon,Tom Kenny,TVY7,FALSE,2,1.99,TRUE
21,Color Out of Space,,2020,MOVIE,,Sci-Fi & Fantasy,RLJE Films,Nicolas Cage,NRA,FALSE,2,1.99,FALSE
22,The Woman in the Window,,2018,EBOOK,9.78006E+12,"Crime, Fiction, Psychological, Suspense, Thrillers",HarperCollins,A. J. Finn,,FALSE,2,2.49,FALSE
23,Forever,,2016,MOVIE,,Romance,Princ Films,Ivan Botha,NRT,FALSE,2,1.99,FALSE
24,The Rise of Nine,,2012,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperCollins,Pittacus Lore,,FALSE,2,2.99,FALSE
25,Hope Springs,,2003,MOVIE,,Romance,"Disney Enterprises, Inc.",Colin Firth,PG13,FALSE,2,2.99,FALSE
26,The Warden and the Wolf King,,2015,AUDIOBOOK,9.78163E+12,Action & Adventure,christianaudio.com,Andrew Peterson,,FALSE,2,2.64,FALSE
27,The Henna Artist,,2020,AUDIOBOOK,9.78149E+12,Fiction,Harlequin Audio,Alka Joshi,,FALSE,2,3.99,FALSE
28,A Tree Grows in Brooklyn,,2005,AUDIOBOOK,9.78006E+12,Classics,Caedmon,Betty Smith,,FALSE,2,2.99,FALSE
29,The Essence of Malice,,2017,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Ashley Weaver,,FALSE,2,2.99,FALSE
30,Welcome to Republic City,Legend of Korra - Season 1,2012,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,2,1.99,TRUE
31,The Hunger Games (Special Edition),,2018,AUDIOBOOK,9.78134E+12,Teen,Scholastic,Suzanne Collins,,FALSE,2,1.99,FALSE
32,Under the Christmas Tree,,2017,EBOOK,9.78149E+12,"Contemporary, Fiction, Holiday, Romance, Short Stories (single Author), Small Town & Rural",MIRA Books,Robyn Carr,,FALSE,2,0.84,FALSE
33,The Hollow,Agatha Christie's Poirot - Season 9,2013,TELEVISION,,"Crime, Mystery",Acorn,David Suchet,TV14,FALSE,2,1.99,FALSE
34,Three Wishes,,2009,EBOOK,9.78006E+12,"Family Life, Fiction, Humorous, Women",Harper Collins Publishers,Liane Moriarty,,FALSE,2,1.14,FALSE
35,Then She Was Gone,,2018,AUDIOBOOK,9.78152E+12,Fiction,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,2,2.99,FALSE
36,Wild at Heart,,2009,AUDIOBOOK,9.78142E+12,Religious,Thomas Nelson,John Eldredge,,FALSE,2,2.99,FALSE
37,Before 1776: Life in the American Colonies,,2009,AUDIOBOOK,9.78168E+12,History,The Great Courses,Robert J. Allison,,FALSE,2,3.99,FALSE
38,Please Stop Helping Us,,2016,EBOOK,9.78159E+12,"Civil Rights, Discrimination, Education, Political Science, Social Science, Urban",Encounter Books,Jason L. Riley,,FALSE,2,1.69,FALSE
39,If I Never Met You,,2020,AUDIOBOOK,9.78006E+12,"Comedy, Romance",HarperAudio,Mhairi McFarlane,,FALSE,2,2.99,FALSE
40,Emma,,1996,MOVIE,,"Comedy, Romance",Miramax,Gwyneth Paltrow,PG,FALSE,2,2.98,FALSE
41,Temptation Ridge,,2013,EBOOK,9.78146E+12,"Contemporary, Fiction, Romance",MIRA Books,Robyn Carr,,FALSE,2,1.54,FALSE
42,The Good Egg,,2019,AUDIOBOOK,9.78006E+12,"Children's, Fiction",HarperCollins,Jory John,,FALSE,2,0.49,TRUE
43,If I Were You,,2020,EBOOK,9.7815E+12,"Christian, Fiction, Historical, Historical, Historical - 20th Century, Romance, World War II","Tyndale House Publishers, Inc.",Lynn Austin,,FALSE,2,0.79,FALSE
44,A People's History of the United States,,2009,AUDIOBOOK,9.78006E+12,History,HarperAudio,Howard Zinn,,FALSE,2,2.99,FALSE
45,Me and White Supremacy,,2020,EBOOK,9.78173E+12,"Discrimination, Family & Relationships, Motivational & Inspirational, Prejudice, Self-help, Social Science",Sourcebooks Inc,Layla Saad,,FALSE,2,0.99,FALSE
46,A Leaf in the Wind,Legend of Korra - Season 1,2012,TELEVISION,,Children's,Nickelodeon,,TVY7,FALSE,2,1.99,TRUE
47,I'll Be Gone In The Dark,,2018,AUDIOBOOK,9.78006E+12,Nonfiction,HarperAudio,Michelle McNamara,,FALSE,2,2.99,FALSE
48,Mockingjay,,2019,AUDIOBOOK,9.78134E+12,"Sci-Fi & Fantasy, Teen",Scholastic,Suzanne Collins,,FALSE,2,2.29,FALSE
49,Catching Fire,,2019,AUDIOBOOK,9.78134E+12,"Sci-Fi & Fantasy, Teen",Scholastic,Suzanne Collins,,FALSE,2,2.29,FALSE
50,Enemy Lines,,2020,MOVIE,,"Action & Adventure, War",Good Deed Entertainment,Ed Westwick,NRA,FALSE,2,1.99,FALSE
51,The Prayer Box,,2013,EBOOK,9.78141E+12,"Fiction, Women","Tyndale House Publishers, Inc.",Lisa Wingate,,FALSE,2,0.79,FALSE
52,Little Women,,2014,AUDIOBOOK,9.78163E+12,Classics,"Dreamscape Media, LLC",Louisa May Alcott,,FALSE,1,2.99,FALSE
53,American Beauty/American Psycho,,2015,MUSIC,,Alternative,"Island Records, a division of UMG Recordings, Inc.",Fall Out Boy,,FALSE,1,1.49,FALSE
54,Primitiva,,1958,MUSIC,,Easy Listening,Capitol Records,Martin Denny,,FALSE,1,1.49,FALSE
55,Go Big,,2011,EBOOK,9.78141E+12,"Christian Living, Motivational & Inspirational, Personal Growth, Religion, Self-help","Tyndale House Publishers, Inc.",Cory Cotton,,FALSE,1,0.89,FALSE
56,Heaven,,2011,EBOOK,9.78141E+12,"Christian Living, Religion","Tyndale House Publishers, Inc.",Randy Alcorn,,FALSE,1,1.29,FALSE
57,Price of Privilege,,2014,EBOOK,9.7815E+12,"Christian, Fiction, Historical, Historical, Historical, Romance","Tyndale House Publishers, Inc.",Jessica Dotta,,FALSE,1,0.49,FALSE
58,Mark of Distinction,,2014,EBOOK,9.78141E+12,"Christian, Fiction, Historical, Historical, Historical, Romance","Tyndale House Publishers, Inc.",Jessica Dotta,,FALSE,1,0.49,FALSE
59,The Joy Luck Club,,1993,MOVIE,,"Drama, Family Relations",Hollywood Pictures,Rosalind Chao,R,FALSE,1,2.99,FALSE
60,Firelight,,1998,MOVIE,,"Drama, Period Film, Romance, Romantic",Hollywood Pictures,Sophie Marceau,R,FALSE,1,2.99,FALSE
61,Innocence,,2014,MOVIE,,"Horror, Psychological Thrillers, Satanic/occult, Suspense / Thriller",Cinedigm,Sophie Curtis,PG13,FALSE,1,2.99,FALSE
62,Curse of the Arctic Star,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Carolyn Keene,,FALSE,1,1.29,TRUE
63,Green,,2009,AUDIOBOOK,9.78161E+12,Christian Mystery,Oasis Audio,Ted Dekker,,FALSE,1,2.49,FALSE
64,Mystery of the Midnight Rider,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Carolyn Keene,,FALSE,1,1.29,TRUE
65,Strangers on a Train,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Carolyn Keene,,FALSE,1,1.29,TRUE
66,The Basketball Mystery,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Gertrude Chandler Warner,,FALSE,1,0.99,TRUE
67,A Darker Shade of Magic,,2015,AUDIOBOOK,9.78149E+12,Sci-Fi & Fantasy,Tantor Audio,V. E. Schwab,,FALSE,1,2.44,FALSE
68,Amaryllis,,2015,AUDIOBOOK,9.78198E+12,Romance,Blackstone Publishing,M. C. Beaton,,FALSE,1,1.99,FALSE
69,American Elf 1999,,2013,COMIC,9.7816E+12,"Anthologies, Humorous",Top Shelf Productions,James Kochalka,M,FALSE,1,0.99,FALSE
70,American Elf 2000,,2013,COMIC,9.7816E+12,"Anthologies, Humorous",Top Shelf Productions,James Kochalka,M,FALSE,1,0.99,FALSE
71,Blurryface,,2015,MUSIC,,Alternative,Fueled By Ramen,Twenty One Pilots,,FALSE,1,1.49,FALSE
72,After the Ball,,2015,MOVIE,,"Comedy, Romance, Romantic Comedy",Freestyle Digital Media,Portia Doubleday,NRT,FALSE,1,1.99,FALSE
73,Into the Night,,1984,MOVIE,,"Action & Adventure, Chase, Comedic Crime, Comedy, Romance, Romantic Comedy",Universal Pictures,Jeff Goldblum,R,FALSE,1,2.99,FALSE
74,Your Pregnancy Week by Week,,2008,AUDIOBOOK,9.78198E+12,Health & Fitness,Blackstone Publishing,Glade B. Curtis,,FALSE,1,2.99,FALSE
75,Sir Philip's Folly,,2012,AUDIOBOOK,9.78198E+12,Romance,Blackstone Publishing,M. C. Beaton,,FALSE,1,1.69,FALSE
76,Batman: The Black Mirror,,2012,COMIC,9.7814E+12,"Crime, Media Tie-In, Mystery, Superhero, Teen",DC Comics,Scott Snyder,T,FALSE,1,2.49,FALSE
77,Planetary Vol. 4: Spacetime Archaeology,,2011,COMIC,9.7814E+12,"Mystery, Superhero, Teen",DC Comics,Warren Ellis,T,FALSE,1,1.99,FALSE
78,Women And Black Dudes,,2014,MUSIC,,Comedy,Comedy Central,Neal Brennan,,TRUE,1,1.49,FALSE
79,Once Upon a Thriller,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Carolyn Keene,,FALSE,1,0.99,TRUE
80,Colonel Sandhurst to the Rescue,,2012,AUDIOBOOK,9.78198E+12,Romance,Blackstone Publishing,M. C. Beaton,,FALSE,1,2.49,FALSE
81,Mrs. Budley Falls from Grace,,2012,AUDIOBOOK,9.78198E+12,Romance,Blackstone Publishing,M. C. Beaton,,FALSE,1,1.99,FALSE
82,Freak,,2013,AUDIOBOOK,9.78145E+12,Mystery,Tantor Audio,Jennifer Hillier,,FALSE,1,2.14,FALSE
83,Obsession,,2013,AUDIOBOOK,9.78145E+12,Romance,Tantor Audio,Debra Webb,,FALSE,1,1.84,FALSE
84,The Miracle Of Mindfulness,,2012,AUDIOBOOK,9.78145E+12,Religious,Tantor Audio,Thich Nhat Hanh,,FALSE,1,1.14,FALSE
85,The Graves Are Walking,,2012,AUDIOBOOK,9.78145E+12,History,Tantor Audio,John Kelly,,FALSE,1,2.64,FALSE
86,This Boy's Life,,2010,AUDIOBOOK,9.78162E+12,Biography,HighBridge,Tobias Wolff,,FALSE,1,2.14,FALSE
87,The Hobbit (Dramatized),,2009,AUDIOBOOK,9.7816E+12,Classics,HighBridge,J. R. R. Tolkien,,FALSE,1,1.44,FALSE
88,A History of Music in Western Civilization,,1991,AUDIOBOOK,9.7816E+12,History,"HighBridge, a division of Recorded Books",Various Authors,,FALSE,1,2.44,FALSE
89,The School of Fear,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Jude Watson,,FALSE,1,0.99,TRUE
90,The Shadow Trap,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Jude Watson,,FALSE,1,0.99,TRUE
91,The Moment of Truth,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Jude Watson,,FALSE,1,0.99,TRUE
92,The Changing of the Guard,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Jude Watson,,FALSE,1,0.99,TRUE
93,The False Peace,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Jude Watson,,FALSE,1,0.99,TRUE
94,The Mark of Athena,,2012,EBOOK,9.78142E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction",Disney Book Group,Rick Riordan,,FALSE,1,0.99,TRUE
95,A Joosr Guide to… Codependent No More by Melody Beattie,,2015,EBOOK,9.78179E+12,"Codependency, Self-help",Bokish Ltd,Various Authors,,FALSE,1,0.49,FALSE
96,Anne of Windy Poplars,,2014,EBOOK,9.7814E+12,"Classics, Juvenile Fiction",Sourcebooks Inc,L. M. Montgomery,,FALSE,1,0.74,TRUE
97,Anne of Ingleside,,2014,EBOOK,9.7814E+12,"Classics, Juvenile Fiction",Sourcebooks Inc,L. M. Montgomery,,FALSE,1,0.74,TRUE
98,Hamilton (Original Broadway Cast Recording),,2015,MUSIC,,Soundtrack,Atlantic Records,Various Artists,,TRUE,1,1.99,FALSE
99,Death of a Village,,2003,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,M. C. Beaton,,FALSE,1,2.49,FALSE
100,Stepping Up,,2012,AUDIOBOOK,9.78198E+12,Business,Blackstone Publishing,"John Izzo, PhD",,FALSE,1,0.99,FALSE
101,The Haunted Season,,2015,AUDIOBOOK,9.78168E+12,Mystery,"Dreamscape Media, LLC",G. M. Malliet,,FALSE,1,2.99,FALSE
102,Eight Cousins,,2012,EBOOK,9.78163E+12,"Classics, Fiction",Start Publishing LLC,Louisa May Alcott,,FALSE,1,0.49,FALSE
103,Jem And The Holograms (Original Motion Picture Soundtrack),,2015,MUSIC,,Soundtrack,"Silent Records and Republic Records, a division of UMG Recordings, Inc. (Schoolboy)",Various Artists,,FALSE,1,1.49,FALSE
104,The Dance,,2013,EBOOK,9.78144E+12,"Christian, Family Life, Fiction, Sagas",Baker Publishing Group,Dan Walsh,,FALSE,1,1.49,FALSE
105,With Every Breath,,2014,EBOOK,9.78144E+12,"Christian, Fiction, Historical, Historical, Romance, Romance",Baker Publishing Group,Elizabeth Camden,,FALSE,1,1.99,FALSE
106,Caught in the Middle,,2014,EBOOK,9.78144E+12,"Christian, Fiction, Historical, Historical, Romance, Romance",Baker Publishing Group,Regina Jennings,,FALSE,1,1.49,FALSE
107,Oklahoma!,,2015,MUSIC,,Soundtrack,"Capitol Records, LLC",Various Artists,,FALSE,1,1.49,FALSE
108,Nixon,,1995,MOVIE,,"American Politics, Docudrama, Drama, Political, Suspense / Thriller",Hollywood Pictures,Anthony Hopkins,R,FALSE,1,2.99,FALSE
109,North! Or Be Eaten,,2015,AUDIOBOOK,9.78163E+12,Action & Adventure,christianaudio.com,Andrew Peterson,,FALSE,1,2.44,FALSE
110,Losing It,,2008,AUDIOBOOK,9.78074E+12,Biography,Simon & Schuster Audio,Valerie Bertinelli,,FALSE,1,3.99,FALSE
111,The Last Man,,2012,AUDIOBOOK,9.78144E+12,Mystery,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
112,Once Gone,,2015,EBOOK,9.78163E+12,"Fiction, Mystery & Detective, Psychological, Suspense, Thrillers, Women Sleuths",Lukeman,Blake Pierce,,FALSE,1,0.49,FALSE
113,Pursuit Of Honor,,2009,AUDIOBOOK,9.78074E+12,Mystery,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
114,Extreme Measures,,2008,AUDIOBOOK,9.78074E+12,Mystery,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
115,Becoming Alpha,,2013,EBOOK,9.78099E+12,"Dark Fantasy, Fantasy, Fiction, Occult & Supernatural, Paranormal, Paranormal, Romance","Ink Monster, LLC",Aileen Erin,,FALSE,1,0.49,FALSE
116,Freedom from Choice,,2015,MOVIE,,Documentary,Gaiam TV,Peter Schiff,NRT,FALSE,1,1.49,FALSE
117,Missional Motherhood,,2016,AUDIOBOOK,9.78163E+12,Religious,christianaudio.com,Gloria Furman,,FALSE,1,1.64,FALSE
118,Avoiding Alpha,,2014,EBOOK,9.78099E+12,"Dark Fantasy, Fantasy, Fiction, Occult & Supernatural, Paranormal, Paranormal, Romance","Ink Monster, LLC",Aileen Erin,,FALSE,1,0.49,FALSE
119,The Dragon's Return,,2016,EBOOK,9.78148E+12,"Action & Adventure, Juvenile Fiction, Legends, Myths, Fables",Disney Book Group,Stan Lee,,FALSE,1,1.99,TRUE
120,One More Day,,2016,EBOOK,9.78149E+12,"Family Life, Fiction, Suspense, Thrillers, Women",Sourcebooks Inc,Kelly Simmons,,FALSE,1,1.14,FALSE
121,Pride and Prejudice,,2016,AUDIOBOOK,9.78168E+12,Classics,"Dreamscape Media, LLC",Jane Austen,,FALSE,1,2.99,FALSE
122,The Hiding Place,,2006,EBOOK,9.78144E+12,"Biography & Autobiography, Christian Living, Religion, Religious",Baker Publishing Group,Corrie Ten Boom,,FALSE,1,0.34,FALSE
123,All My Sins Remembered,,2014,EBOOK,9.7815E+12,"Action & Adventure, Alien Contact, Fiction, Military, Science Fiction",Open Road Media,Joe Haldeman,,FALSE,1,1.45,FALSE
124,This Is the Way the World Ends,,2013,EBOOK,9.78148E+12,"Action & Adventure, Apocalyptic & Post-apocalyptic, Fiction, Military, Science Fiction",Open Road Media,James Morrow,,FALSE,1,2.05,FALSE
125,Great Castles of Europe,,2015,MOVIE,,Documentary,Gravitas Ventures,Michael Warilow,NRT,FALSE,1,1.99,FALSE
126,Make Him BEG for Your Attention,,2016,AUDIOBOOK,9.78152E+12,Self Help,Author's Republic,Bruce Bryans,,FALSE,1,0.99,FALSE
127,Marie's Story,,2015,MOVIE,,Drama,Film Movement,Isabelle Carre,NRC,FALSE,1,1.99,FALSE
128,"The Lion, the Witch and the Wardrobe",,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,C. S. Lewis,,FALSE,1,2.99,TRUE
129,To Kill a Mockingbird,,2014,AUDIOBOOK,9.78006E+12,Classics,Caedmon,Harper Lee,,FALSE,1,2.99,FALSE
130,Yes Please,,2014,AUDIOBOOK,9.78006E+12,Biography,HarperAudio,Amy Poehler,,FALSE,1,2.99,FALSE
131,American Gods,,2011,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperAudio,Neil Gaiman,,FALSE,1,2.99,FALSE
132,The ABC Murders,,2012,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Agatha Christie,,FALSE,1,2.99,FALSE
133,Island of the Sequined Love Nun,,2009,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Christopher Moore,,FALSE,1,2.99,FALSE
134,A People's History of the United States,,2004,AUDIOBOOK,9.78006E+12,History,HarperAudio,Howard Zinn,,FALSE,1,2.99,FALSE
135,The Mouse and the Motorcycle,,2007,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Beverly Cleary,,FALSE,1,2.49,TRUE
136,Hidden Enemies,,2014,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
137,I Am Number Four,,2010,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperCollins,Pittacus Lore,,FALSE,1,3.99,FALSE
138,Just Kids,,2011,AUDIOBOOK,9.78006E+12,Biography,HarperAudio,Patti Smith,,FALSE,1,3.99,FALSE
139,Molly's Game,,2014,AUDIOBOOK,9.78006E+12,Biography,HarperAudio,Molly Bloom,,FALSE,1,2.99,FALSE
140,Snuff,,2011,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperAudio,Terry Pratchett,,FALSE,1,2.99,FALSE
141,The Rocky Road to Romance,,2004,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Janet Evanovich,,FALSE,1,2.99,FALSE
142,Back to the Bedroom,,2005,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Janet Evanovich,,FALSE,1,1.99,FALSE
143,Their Eyes Were Watching God,,2005,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Zora Neale Hurston,,FALSE,1,3.99,FALSE
144,The Moving Finger,,2012,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Agatha Christie,,FALSE,1,2.99,FALSE
145,Destiny's Surrender,,2013,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Beverly Jenkins,,FALSE,1,3.99,FALSE
146,Secret Histories,,2013,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
147,The Amazing Maurice and His Educated Rodents,,2013,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperCollins,Terry Pratchett,,FALSE,1,3.99,FALSE
148,13 Things Mentally Strong People Don't Do,,2014,AUDIOBOOK,9.78006E+12,Self Help,HarperAudio,Amy Morin,,FALSE,1,3.99,FALSE
149,The Happiness Project,,2009,AUDIOBOOK,9.78006E+12,Self Help,HarperAudio,Gretchen Rubin,,FALSE,1,3.99,FALSE
150,The Best Christmas Pageant Ever,,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Barbara Robinson,,FALSE,1,2.99,TRUE
151,The Wee Free Men,,2004,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperAudio,Terry Pratchett,,FALSE,1,2.99,FALSE
152,The Grand Finale,,2009,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Janet Evanovich,,FALSE,1,2.99,FALSE
153,Thanksgiving,,2006,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Janet Evanovich,,FALSE,1,2.99,FALSE
154,The Best School Year Ever,,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Barbara Robinson,,FALSE,1,2.99,TRUE
155,The Secret History,,2004,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Donna Tartt,,FALSE,1,2.99,FALSE
156,The Pigeon Finds A Hot Dog!,,2010,MOVIE,,Children's,Weston Woods,Mo Willems,NRC,FALSE,1,0.99,TRUE
157,Knuffle Bunny: A Cautionary Tale,,2006,MOVIE,,,Weston Woods,Mo Willems,NRC,FALSE,1,0.99,TRUE
158,The Geography of Bliss,,2008,AUDIOBOOK,9.7816E+12,Self Help,Hachette Audio,Eric J. Weiner,,FALSE,1,3.49,FALSE
159,KIDZ BOP Greatest Hits!,,2016,MUSIC,,Children's,"Kidz Bop. Marketed by Kidz Bop. Distributed by Concord Music Group, Inc.",KIDZ BOP Kids,,FALSE,1,1.49,TRUE
160,You Laugh But It's True,,2013,MOVIE,,Documentary,Gravitas Ventures,Trevor Noah,NRT,FALSE,1,1.99,FALSE
161,Safe People,,2003,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Henry Cloud,,FALSE,1,2.99,FALSE
162,Grand Weaver,,2007,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Ravi Zacharias,,FALSE,1,2.99,FALSE
163,When Your Hormones Go Haywire,,2010,AUDIOBOOK,9.78031E+12,Health & Fitness,Zondervan,"Pamela Smith, RD",,FALSE,1,2.99,FALSE
164,King Jesus Gospel,,2011,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Scot McKnight,,FALSE,1,2.99,FALSE
165,How to Get a Date Worth Keeping,,2011,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Henry Cloud,,FALSE,1,2.99,FALSE
166,The Best Halloween Ever,,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Barbara Robinson,,FALSE,1,2.99,TRUE
167,The Legacies,,2012,AUDIOBOOK,9.78006E+12,Teen,HarperCollins,Pittacus Lore,,FALSE,1,3.99,FALSE
168,Undaunted Courage,,1996,AUDIOBOOK,9.78074E+12,History,Simon & Schuster Audio,Stephen E. Ambrose,,FALSE,1,3.99,FALSE
169,Wishful Drinking,,2009,AUDIOBOOK,9.78074E+12,Biography,Simon & Schuster Audio,Carrie Fisher,,FALSE,1,2.99,FALSE
170,The Millionaire Next Door,,2000,AUDIOBOOK,9.78074E+12,Business,Simon & Schuster Audio,Thomas J. Stanley,,FALSE,1,2.99,FALSE
171,South Africa,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Anthony Holmes,,FALSE,1,0.49,FALSE
172,Black History,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,0.49,FALSE
173,The Cold War,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Rupert Colley,,FALSE,1,0.49,FALSE
174,The Afghan Wars,,2012,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Kat Smutz,,FALSE,1,0.49,FALSE
175,American Slavery,,2013,AUDIOBOOK,9.78001E+12,History,HarperCollins Publishers UK,Kat Smutz,,FALSE,1,0.49,FALSE
176,Path of the Assassin,,2003,AUDIOBOOK,9.78074E+12,Mystery,Simon & Schuster Audio,Brad Thor,,FALSE,1,3.99,FALSE
177,The Alienist,,1994,AUDIOBOOK,9.78074E+12,Fiction,Simon & Schuster Audio,Caleb Carr,,FALSE,1,3.99,FALSE
178,Your Kid's a Brat and It's All Your Fault,,2016,AUDIOBOOK,9.78198E+12,Self Help,Blackstone Publishing,Elaine Rose Glickman,,FALSE,1,1.99,FALSE
