rank,title,titleTitle,year,kind,isbn,genres,publisher,primaryPerson,rating,parentalAdvisory,circs,price,kids mode
16,The Hunger Games (Special Edition),,2018,AUDIOBOOK,9.78134E+12,Teen,Scholastic,Suzanne Collins,,FALSE,2,1.99,FALSE
17,Dinosaur World,,2018,EBOOK,9.78151E+12,"Games & Activities, Juvenile Nonfiction, Puzzles","The Rosen Publishing Group, Inc",William Potter,,FALSE,2,,TRUE
18,Hands Free Mama,,2014,AUDIOBOOK,9.78162E+12,"Christian Living, Self Help",Oasis Audio,Rachel Macy Stafford,,FALSE,2,,FALSE
19,1984 - Radio BBC,,2019,AUDIOBOOK,9.78348E+12,Fiction,BN Publishing,George Orwell,,FALSE,2,,FALSE
20,The Host,,2007,MOVIE,,"Horror, Monsters, Monsters, Sci-Fi, Sci-Fi & Fantasy, Spoofs, Suspense / Thriller",Magnolia Pictures,Hie-bong Byeon,R,FALSE,2,2.39,FALSE
21,You've Got 8 Seconds,,2017,EBOOK,9.78081E+12,"Business Communication, Business & Economics, Business Writing, Meetings & Presentations, Personal Success",AMACOM,Paul Hellman,,FALSE,2,2.49,FALSE
22,The Girls with No Names,,2020,AUDIOBOOK,9.78149E+12,Fiction,Harlequin Audio,Serena Burdick,,FALSE,2,2.99,FALSE
23,Eight Perfect Murders,,2020,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Peter Swanson,,FALSE,2,2.99,FALSE
24,Eternals By Neil Gaiman,,2011,COMIC,9.78079E+12,"Action & Adventure, Fantasy, Superhero, Teen",Marvel Entertainment,Neil Gaiman,T,FALSE,2,,FALSE
25,The Maze of Bones,,2008,AUDIOBOOK,9.78134E+12,"Action & Adventure, Children's, Mystery",Scholastic,Rick Riordan,,FALSE,2,,TRUE
26,Spider-Man: Miles Morales Vol. 1,,2016,COMIC,9.7813E+12,,Marvel Entertainment,Brian Michael Bendis,E,FALSE,2,,TRUE
27,Red Rain,,2012,AUDIOBOOK,9.78144E+12,Horror,Simon & Schuster Audio,R. L. Stine,,FALSE,2,3.99,FALSE
28,Unfu*k Yourself,,2017,AUDIOBOOK,9.78006E+12,Self Help,HarperAudio,Gary John Bishop,,FALSE,2,2.99,FALSE
29,The Woman in White,,2008,AUDIOBOOK,9.78963E+12,Classics,Naxos,Wilkie Collins,,FALSE,2,2.99,FALSE
30,Death Below Stairs,,2018,AUDIOBOOK,9.78152E+12,Mystery,"Dreamscape Media, LLC",Jennifer Ashley,,FALSE,2,,FALSE
31,The Adventures Of Tom Sawyer,,2013,AUDIOBOOK,9.78162E+12,Classics,"Dreamscape Media, LLC",Mark Twain,,FALSE,2,2.99,FALSE
32,The Making of Us,,2018,AUDIOBOOK,9.78197E+12,Drama,"Dreamscape Media, LLC",Lisa Jewell,,FALSE,2,,FALSE
33,The Housekeeper,,2019,EBOOK,9.78065E+12,"Crime, Fiction, Psychological, Suspense, Thrillers",The Last Word,Natalie Barelli,,FALSE,2,1.29,FALSE
34,Never Split the Difference,,2016,EBOOK,9.78006E+12,"Business Communication, Business & Economics, Negotiating",HarperCollins Publishers,Chris Voss,,FALSE,2,3.49,FALSE
35,Switchblade,,2014,AUDIOBOOK,9.78148E+12,Mystery,Hachette Audio,Michael Connelly,,FALSE,2,,FALSE
36,The Keeper of Lost Things,,2017,EBOOK,9.78006E+12,"Fiction, Literary, Magical Realism, Women",HarperCollins Publishers,Ruth Hogan,,FALSE,2,1.99,FALSE
37,Batman: The Long Halloween,,2011,COMIC,9.7814E+12,"Media Tie-In, Superhero, Teen",DC Comics,Jeph Loeb,T,FALSE,2,2.49,FALSE
38,The Total Money Makeover,,2009,AUDIOBOOK,9.78142E+12,Business,"Thomas Nelson, Inc.",Dave Ramsey,,FALSE,2,2.99,FALSE
39,Hamilton: One Shot to Broadway,,2017,MOVIE,,Documentary,Vision Films,Lin-Manuel Miranda,NRC,FALSE,2,1.99,FALSE
40,Squirrel Meets World,,2017,EBOOK,9.78148E+12,"Action & Adventure, Humorous Stories, Juvenile Fiction",Disney Book Group,Shannon Hale,,FALSE,2,1.49,TRUE
41,The Incorrigible Children of Ashton Place: Book I,,2010,EBOOK,9.78006E+12,"Animals, Humorous Stories, Juvenile Fiction, Mysteries & Detective Stories, Wolves, Coyotes & Wild Dogs",HarperCollins,Maryrose Wood,,FALSE,2,1.14,TRUE
42,Left To Die,,2020,AUDIOBOOK,9.78109E+12,Mystery,Blake Pierce,Blake Pierce,,FALSE,2,1.54,FALSE
43,Wicked Autumn,,2011,AUDIOBOOK,9.78161E+12,Mystery,"Dreamscape Media, LLC",G. M. Malliet,,FALSE,2,,FALSE
44,A Novel Murder,,2019,AUDIOBOOK,9.78164E+12,Mystery,Findaway Voices,Elizabeth Penney,,FALSE,2,,FALSE
45,Tartine Bread,,2013,EBOOK,9.78145E+12,"Baking, Bread, Cooking, Courses & Dishes, Individual Chefs & Restaurants, Methods",Chronicle Books LLC,Chad Robertson,,FALSE,2,2.69,FALSE
46,Anne of Green Gables,,2016,AUDIOBOOK,9.78152E+12,Classics,"Dreamscape Media, LLC",L. M. Montgomery,,FALSE,2,2.99,FALSE
47,The Egyptian Antiquities Murder,,2019,AUDIOBOOK,9.78195E+12,Mystery,Findaway Voices,Sara Rosett,,FALSE,2,,FALSE
48,That Boy,,2012,AUDIOBOOK,9.78199E+12,"Romance, Teen",Findaway Voices,Jillian Dodd,,FALSE,2,,FALSE
49,"Everyone Communicates, Few Connect",,2020,AUDIOBOOK,9.7814E+12,Business,HarperCollins Leadership,John C. Maxwell,,FALSE,2,2.99,FALSE
50,Gratitude Daily,,2019,AUDIOBOOK,9.78168E+12,Self Help,Sounds True,Nataly Kogan,,FALSE,2,,FALSE
51,Molly's Game,,2014,AUDIOBOOK,9.78006E+12,Biography,HarperAudio,Molly Bloom,,FALSE,2,2.99,FALSE
52,Hunky Dory,,2013,MOVIE,,,Gravitas Ventures,Minnie Driver,NRA,FALSE,2,,FALSE
53,The Woman in the Window,,2018,EBOOK,9.78006E+12,"Crime, Fiction, Psychological, Suspense, Thrillers",HarperCollins,A. J. Finn,,FALSE,2,1.99,FALSE
54,Memories of Glass,,2019,EBOOK,9.7815E+12,"Christian, Fiction, Historical, Historical, Historical - 20th Century, Romance","Tyndale House Publishers, Inc.",Melanie Dobson,,FALSE,2,,FALSE
55,The Accident,,2019,EBOOK,9.78065E+12,"Crime, Domestic, Fiction, Psychological, Psychological, Thrillers",The Last Word,Natalie Barelli,,FALSE,2,1.29,FALSE
56,Missing Molly,,2018,EBOOK,9.78065E+12,"Crime, Domestic, Fiction, Psychological, Psychological, Thrillers",The Last Word,Natalie Barelli,,FALSE,2,1.29,FALSE
57,Healing Trauma,,2007,AUDIOBOOK,9.7816E+12,Health & Fitness,Sounds True,"Peter A. Levine, PhD",,FALSE,2,,FALSE
58,Aunt Dimity and the Wishing Well,,2014,AUDIOBOOK,9.78163E+12,Mystery,"Dreamscape Media, LLC",Nancy Atherton,,FALSE,2,,FALSE
59,The Message Bible,,2003,AUDIOBOOK,9.78161E+12,Religious,Oasis Audio,Eugene H. Peterson,,FALSE,2,2.99,FALSE
60,Lies My Teacher Told Me,,2018,EBOOK,9.78162E+12,"Education, History, History, United States",The New Press,James W. Loewen,,FALSE,2,1.69,FALSE
61,Ladies in Lavender,,2005,MOVIE,,,"Samuel Goldwyn Films, LLC",Judi Dench,PG13,FALSE,2,,FALSE
62,The 5 Love Languages of Children,,2016,AUDIOBOOK,9.78162E+12,Christian Living,Oasis Audio,Gary Chapman,,FALSE,2,,FALSE
63,The Screwtape Letters,,2012,AUDIOBOOK,9.78006E+12,Christian Non-Fiction,HarperAudio,C. S. Lewis,,FALSE,2,2.99,FALSE
64,The Unhappening of Genesis Lee,,2014,EBOOK,9.78163E+12,"Dystopian, Paranormal, Romance, Technology, Young Adult Fiction",Sky Pony,Shallee McArthur,,FALSE,2,0.99,FALSE
65,The Engineer's Wife,,2020,EBOOK,9.78149E+12,"Biographical, Fiction, Historical, Literary, Women",Sourcebooks Inc,Tracey Enerson Wood,,FALSE,2,0.99,FALSE
66,Chasing Vines,,2020,AUDIOBOOK,9.78165E+12,Christian Living,Oasis Audio,Beth Moore,,FALSE,2,1.49,FALSE
67,The Life-Changing Magic of Tidying Up,,2015,AUDIOBOOK,9.78149E+12,Self Help,Tantor Audio,Marie Kondo,,FALSE,2,1.44,FALSE
68,Big Shot,,2019,AUDIOBOOK,9.78199E+12,Romance,Findaway Voices,Carly Phillips,,FALSE,2,1.49,FALSE
69,Tempest,,2018,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Beverly Jenkins,,FALSE,2,2.99,FALSE
70,The Wife,,2018,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Alafair Burke,,FALSE,2,,FALSE
71,Skylanders Giants,,2012,MUSIC,,Soundtrack,Activision,Lorne Balfe,,FALSE,1,1.49,FALSE
72,Harvest Of Blessings,,2015,AUDIOBOOK,9.78198E+12,Christian Romance,Blackstone Publishing,Charlotte Hubbard,,FALSE,1,1.49,FALSE
73,On Golden Pond,,1982,MOVIE,,"Drama, Family Relations",Cinedigm,Katharine Hepburn,PG,FALSE,1,2.99,FALSE
74,Tracker (Deluxe),,2015,MUSIC,,Rock,Virgin EMI,Mark Knopfler,,FALSE,1,1.49,FALSE
75,Aunt Dimity and the Summer King,,2015,AUDIOBOOK,9.78163E+12,Mystery,"Dreamscape Media, LLC",Nancy Atherton,,FALSE,1,,FALSE
76,Bone Deep,,2015,AUDIOBOOK,9.78149E+12,Mystery,Tantor Audio,Debra Webb,,FALSE,1,1.84,FALSE
77,The Dopeman's Wife,,2015,AUDIOBOOK,9.78198E+12,Drama,Blackstone Publishing / Urban Audiobooks,JaQuavis Coleman,,FALSE,1,1.49,FALSE
78,The Watcher (Read Along),,2015,MOVIE,,"Children's, Picture Books On Video, Read-a-long","Dreamscape Media, LLC",Susie Berneis,NRC,FALSE,1,1.99,TRUE
79,The Basketball Mystery,,2015,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Gertrude Chandler Warner,,FALSE,1,0.99,TRUE
80,From Time To Time,,2011,MOVIE,,"Action & Adventure, Drama, Family Relations, Sci-Fi, Sci-Fi & Fantasy, Time Travel",Freestyle Digital Media,Maggie Smith,PG,FALSE,1,1.99,FALSE
81,Looking for Calvin and Hobbes,,2014,AUDIOBOOK,9.78194E+12,Biography,ListenUp Audiobooks,Nevin Martell,,FALSE,1,1.69,FALSE
82,Nanny Cam,,2014,MOVIE,,"Drama, Family Relations, Psychological Thrillers, Suspense / Thriller",MarVista Entertainment,Laura Allen,NRT,FALSE,1,1.99,FALSE
83,Ripped From the Pages,,2015,AUDIOBOOK,9.78168E+12,Mystery,"Dreamscape Media, LLC",Kate Carlisle,,FALSE,1,,FALSE
84,Mindhunter (Abridged),,1995,AUDIOBOOK,9.78074E+12,Nonfiction,Simon & Schuster Audio,John E. Douglas,,FALSE,1,3.99,FALSE
85,Back To Black,,2006,MUSIC,,R&B/Soul,Universal Island Records Ltd. A Universal Music Company.,Amy Winehouse,,TRUE,1,,FALSE
86,The Main Event,,2012,EBOOK,9.78147E+12,"Juvenile Nonfiction, Performing Arts, Sports & Recreation, Television & Radio, Wrestling",Lerner Publishing Group,Patrick Jones,,FALSE,1,1.74,TRUE
87,The Oriental Casebook of Sherlock Holmes,,2011,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,Ted Riccardi,,FALSE,1,1.49,FALSE
88,101 Businesses You Can Start With Less Than One Thousand Dollars,,2007,EBOOK,9.7816E+12,"Business & Economics, Entrepreneurship, Home-based Businesses, New Business Enterprises",Atlantic Publishing Group,Heather Shepard,,FALSE,1,1.49,FALSE
89,Quicklet on Marjane Satrapi's Persepolis (CliffNotes-like Summary),,2012,EBOOK,9.78161E+12,"Book Notes, Study Aids",Hyperink,Natacha Pavlov,,FALSE,1,0.49,FALSE
90,A Joosr Guide to... How to Win Friends and Influence People by Dale Carnegie,,2015,EBOOK,9.78179E+12,"Business & Economics, Happiness, Interpersonal Relations, Personal Growth, Personal Success, Psychology, Self-help, Success",Bokish Ltd,Various Authors,,FALSE,1,0.49,FALSE
91,Death of a Snob,,2014,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,M. C. Beaton,,FALSE,1,,FALSE
92,Death of a Perfect Wife,,2014,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,M. C. Beaton,,FALSE,1,,FALSE
93,Death of an Outsider,,2014,AUDIOBOOK,9.78198E+12,Mystery,Blackstone Publishing,M. C. Beaton,,FALSE,1,,FALSE
94,Rethinking Positive Thinking,,2014,AUDIOBOOK,9.78147E+12,Self Help,Gildan Audio,Gabriele Oettingen,,FALSE,1,1.64,FALSE
95,The Mediterranean Diet for Beginners,,2013,EBOOK,9.78162E+12,"Cooking, Mediterranean, Regional & Ethnic",Rockridge Press,Various Authors,,FALSE,1,0.99,FALSE
96,Ten Beach Road,,2012,AUDIOBOOK,9.78145E+12,Drama,Tantor Audio,Wendy Wax,,FALSE,1,2.64,FALSE
97,From the Dark,,2015,MOVIE,,"Horror, Vampires",MPI Media Group,Niamh Algar,NRA,FALSE,1,1.99,FALSE
98,Sleep Tight,,2012,MOVIE,,"Psychological Thrillers, Suspense / Thriller",MPI Media Group,Luis Tosar,NRA,FALSE,1,1.99,FALSE
99,The Storied Life of A. J. Fikry,,2014,AUDIOBOOK,9.78162E+12,Drama,HighBridge,Gabrielle Zevin,,FALSE,1,1.64,FALSE
100,Rendezvous,,2013,AUDIOBOOK,9.78162E+12,Mystery,HighBridge,Nelson Demille,,FALSE,1,0.84,FALSE
101,Secrets of the Baby Whisperer,,2000,AUDIOBOOK,9.7816E+12,Self Help,HighBridge,Tracy Hogg,,FALSE,1,1.14,FALSE
102,The Fountainhead,,2003,AUDIOBOOK,9.7816E+12,Classics,HighBridge,Ayn Rand,,FALSE,1,1.84,FALSE
103,The Rise and Fall of Darth Vader,,2014,EBOOK,9.78148E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Media Tie-in",Disney Book Group,Ryder Windham,,FALSE,1,1.99,TRUE
104,Bloodsucking Bastards,,2015,MOVIE,,"Comedy, Horror, Horror, Vampires",Cinedigm,Frank Kranz,NRT,FALSE,1,1.99,FALSE
105,Shirley Temple: Madeline,,1960,MOVIE,,"Classics, Family",Cinedigm,Shirley Temple,NRC,FALSE,1,1.99,FALSE
106,A Joosr Guide to… Codependent No More by Melody Beattie,,2015,EBOOK,9.78179E+12,"Codependency, Self-help",Bokish Ltd,Various Authors,,FALSE,1,0.49,FALSE
107,Inside Pee-Wee's Playhouse,,2011,EBOOK,9.78177E+12,"Film & Video, Guides & Reviews, History & Criticism, Performing Arts, Television",ECW Press,Caseen Gaines,,FALSE,1,1.49,FALSE
108,Pay Day,,2015,EBOOK,9.78163E+12,"African American, Fiction, Urban, Women",Brown Girls Publishing,Reshonda Tate Billingsley,,FALSE,1,0.49,FALSE
109,Millionaire Mistress Part 1,,2006,EBOOK,9.78163E+12,"African American, Fiction, Urban, Urban, Women",Life Changing Books,Tiphani Montgomery,,FALSE,1,0.99,FALSE
110,"Egyptian Mummies, A Very Peculiar History",,2012,EBOOK,9.78191E+12,"Ancient, Ancient, Egypt, Egypt, History, Middle East, Religion",Andrews UK,Jim Pipe,,FALSE,1,1.99,FALSE
111,Pointless Conversations - The Green Collection,,2017,EBOOK,9.78178E+12,"Adult, Comics & Graphic Novels, Comic Strips & Cartoons, Form, Humor, Topic",Andrews UK,Scott Tierney,,FALSE,1,0.99,FALSE
112,Beverly Lewis' The Shunning,,2011,EBOOK,9.78144E+12,"Amish & Mennonite, Christian, Fiction, Religious",Baker Publishing Group,Beverly Lewis,,FALSE,1,1.99,FALSE
113,Praying God's Word for Your Husband,,2012,EBOOK,9.78144E+12,"Christian Living, Family & Relationships, Love & Marriage, Marriage & Long Term Relationships, Prayer, Religion",Baker Publishing Group,Kathi Lipp,,FALSE,1,1.49,FALSE
114,Silent Star,,2003,EBOOK,9.78144E+12,"Christian, Fiction, Historical, Religious",Baker Publishing Group,Tracie Peterson,,FALSE,1,1.49,FALSE
115,Fahrenheit 451,,2014,AUDIOBOOK,9.7816E+12,Drama,Audible Studios,Ray Bradbury,,FALSE,1,1.49,FALSE
116,A Blood Story,,2015,MOVIE,,"Horror, Vampires",Maxim Media International,Robert Z'Dar,NRA,FALSE,1,1.99,FALSE
117,Convergence,,2015,EBOOK,9.78142E+12,"Action & Adventure, Fantasy & Magic, Juvenile Fiction, Legends, Myths, Fables",Disney Book Group,Stan Lee,,FALSE,1,0.99,TRUE
118,Solo,,2013,MOVIE,,"Horror, Mystery, Psychological Thrillers, Slashers, Suspense / Thriller",1091 Media,Steven Love,NRA,FALSE,1,1.99,FALSE
119,Blackfish,,2013,MOVIE,,"Animals, Award Winning, Documentary, Environmental, Science",Magnolia Pictures,,PG13,FALSE,1,2.39,FALSE
120,The Pastor,,2011,AUDIOBOOK,9.78161E+12,Religious,christianaudio.com,Eugene H. Peterson,,FALSE,1,2.44,FALSE
121,The Explicit Gospel,,2012,AUDIOBOOK,9.78161E+12,Religious,christianaudio.com,Matt Chandler,,FALSE,1,1.84,FALSE
122,Brightest Star,,2014,MOVIE,,,Gravitas Ventures,Rose McIver,NRA,FALSE,1,,FALSE
123,Lorie's Heart,,2015,AUDIOBOOK,9.78149E+12,Romance,Tantor Audio,Amy Lillard,,FALSE,1,2.14,FALSE
124,The Cross of Christ,,2007,AUDIOBOOK,9.7816E+12,Religious,christianaudio.com,John R. W. Stott,,FALSE,1,2.64,FALSE
125,Habit 1 Be Proactive,,2012,AUDIOBOOK,9.78144E+12,Self Help,Simon & Schuster Audio,Stephen R. Covey,,FALSE,1,2.99,FALSE
126,Curse Of The Spellmans,,2008,AUDIOBOOK,9.78074E+12,Mystery,Simon & Schuster Audio,Lisa Lutz,,FALSE,1,3.99,FALSE
127,The Mystery Of The Soccer Snitch,,2016,AUDIOBOOK,9.78162E+12,"Children's, Mystery",Oasis Audio,Gertrude Chandler Warner,,FALSE,1,0.99,TRUE
128,Pies and Prejudice,,2016,AUDIOBOOK,9.78152E+12,Mystery,Tantor Audio,Ellery Adams,,FALSE,1,1.84,FALSE
129,Three James Herriot Classics,,2011,EBOOK,9.78145E+12,"Biography & Autobiography, Essays & Narratives, Medical, Personal Memoirs, Pets, Veterinary Medicine",Open Road Media,James Herriot,,FALSE,1,3.99,FALSE
130,The Third Option,,2000,AUDIOBOOK,9.78074E+12,Political,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
131,Separation Of Power,,2001,AUDIOBOOK,9.78074E+12,Political,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
132,Transfer of Power,,1999,AUDIOBOOK,9.78074E+12,Political,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
133,Term Limits,,1998,AUDIOBOOK,9.78074E+12,Political,Simon & Schuster Audio,Vince Flynn,,FALSE,1,3.99,FALSE
134,The Good Earth,,2012,EBOOK,9.78145E+12,"Classics, Cultural Heritage, Fiction, Literary, Sagas",Open Road Media,Pearl S. Buck,,FALSE,1,2.05,FALSE
135,Great Castles of Europe,,2015,MOVIE,,Documentary,Gravitas Ventures,Michael Warilow,NRT,FALSE,1,1.99,FALSE
136,Never Chase Men Again,,2016,AUDIOBOOK,9.78152E+12,Self Help,Author's Republic,Bruce Bryans,,FALSE,1,0.99,FALSE
137,The Selection,,2012,AUDIOBOOK,9.78006E+12,Sci-Fi & Fantasy,HarperTeen,Kiera Cass,,FALSE,1,3.99,FALSE
138,"The Lion, the Witch and the Wardrobe",,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,C. S. Lewis,,FALSE,1,2.99,TRUE
139,The Alchemist,,2005,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Paulo Coelho,,FALSE,1,3.99,FALSE
140,To Kill a Mockingbird,,2014,AUDIOBOOK,9.78006E+12,Classics,Caedmon,Harper Lee,,FALSE,1,2.99,FALSE
141,Death of a Traveling Man,,2014,AUDIOBOOK,9.78198E+12,Mystery,"Blackstone Audio, Inc.",M. C. Beaton,,FALSE,1,,FALSE
142,The E-Myth Revisited,,2005,AUDIOBOOK,9.78006E+12,Business,HarperAudio,Michael E. Gerber,,FALSE,1,2.99,FALSE
143,Babyproofing Your Marriage,,2007,AUDIOBOOK,9.78006E+12,Self Help,HarperAudio,Stacie Cockrell,,FALSE,1,2.99,FALSE
144,The Fates Will Find Their Way,,2011,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Hannah Pittard,,FALSE,1,2.99,FALSE
145,The ABC Murders,,2012,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Agatha Christie,,FALSE,1,2.99,FALSE
146,The Magician's Nephew,,2005,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,C. S. Lewis,,FALSE,1,3.99,TRUE
147,Shatter Me,,2011,AUDIOBOOK,9.78006E+12,"Sci-Fi & Fantasy, Teen",HarperCollins,Tahereh Mafi,,FALSE,1,2.99,FALSE
148,Manhunt,,2005,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Janet Evanovich,,FALSE,1,2.99,FALSE
149,Destiny's Captive,,2014,AUDIOBOOK,9.78006E+12,Romance,HarperAudio,Beverly Jenkins,,FALSE,1,2.99,FALSE
150,The Austere Academy,,2004,AUDIOBOOK,9.78006E+12,"Action & Adventure, Children's",HarperCollins,Lemony Snicket,,FALSE,1,1.99,TRUE
151,Ramona and Her Father,,2010,AUDIOBOOK,9.78006E+12,Children's,HarperCollins,Beverly Cleary,,FALSE,1,1.99,TRUE
152,"Sarah, Plain and Tall Collection",,2004,AUDIOBOOK,9.78006E+12,Children's,Katherine Tegen Books,Patricia Maclachlan,,FALSE,1,2.99,TRUE
153,The Miserable Mill,,2004,AUDIOBOOK,9.78006E+12,"Action & Adventure, Children's",HarperCollins,Lemony Snicket,,FALSE,1,1.99,TRUE
154,The Fate of Ten,,2015,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
155,The Revenge of Seven,,2014,AUDIOBOOK,9.78006E+12,Action & Adventure,HarperCollins,Pittacus Lore,,FALSE,1,2.99,FALSE
156,Amelia Bedelia by the Yard,,2016,AUDIOBOOK,9.78006E+12,"Children's, Comedy",Greenwillow Books,Herman Parish,,FALSE,1,0.49,TRUE
157,The Ex,,2016,AUDIOBOOK,9.78006E+12,Fiction,HarperAudio,Alafair Burke,,FALSE,1,2.99,FALSE
158,Good Omens,,2009,AUDIOBOOK,9.78006E+12,Comedy,HarperAudio,Neil Gaiman,,FALSE,1,2.99,FALSE
159,Good Omens,,2009,AUDIOBOOK,9.78006E+12,Comedy,HarperAudio,Neil Gaiman,,FALSE,1,3.99,FALSE
160,"Sarah, Plain and Tall",,2008,AUDIOBOOK,9.78006E+12,Children's,Katherine Tegen Books,Patricia Maclachlan,,FALSE,1,1.99,TRUE
161,130 Work From Home Ideas,,2017,EBOOK,9.78163E+12,"Business & Economics, Decision-making & Problem Solving, Education, Handbooks & Manuals, Home-based Businesses, New Business Enterprises, Reference",Editorial Imagen LLC,Michael A. Hudson,,FALSE,1,0.49,FALSE
162,The Run,,2005,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Stuart Woods,,FALSE,1,3.49,FALSE
163,Dead Eyes,,2005,AUDIOBOOK,9.78006E+12,Mystery,HarperAudio,Stuart Woods,,FALSE,1,2.49,FALSE
164,The Screwtape Letters,,2012,AUDIOBOOK,9.78006E+12,Christian Non-Fiction,HarperAudio,C. S. Lewis,,FALSE,1,3.99,FALSE
165,Edwina The Dinosaur Who Didn't Know She Was Extinct,,2012,MOVIE,,,Weston Woods,Cher Willems,NRC,FALSE,1,,TRUE
166,The True Story Of The 3 Little Pigs,,2008,MOVIE,,,Weston Woods,Paul Giamatti,NRC,FALSE,1,,TRUE
167,Godless,,2014,AUDIOBOOK,9.78148E+12,Christian Mystery,Hachette Audio,James C. Dobson,,FALSE,1,3.99,FALSE
168,Crazy About Tiffany's,,2016,MOVIE,,,Gravitas Ventures,Jessica Biel,NRA,FALSE,1,,FALSE
169,Just Plain Sadie,,2016,AUDIOBOOK,9.78149E+12,Romance,Tantor Audio,Amy Lillard,,FALSE,1,2.14,FALSE
170,The Case for Faith,,2003,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Lee Strobel,,FALSE,1,3.49,FALSE
171,Oceans Apart,,2004,AUDIOBOOK,9.78031E+12,Christian Fiction,Zondervan,Karen Kingsbury,,FALSE,1,3.99,FALSE
172,Myth of a Christian Nation,,2008,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Gregory A. Boyd,,FALSE,1,2.99,FALSE
173,A Brush with Love,,2014,AUDIOBOOK,9.78031E+12,Religious,Zondervan,Rachel Hauck,,FALSE,1,2.99,FALSE
174,A God in Colchester,"I, Claudius - Season 1",1976,TELEVISION,,Drama,Acorn,Derek Jacobi,NRC,FALSE,1,1.99,FALSE
175,Reign of Terror,"I, Claudius - Season 1",1976,TELEVISION,,Drama,Acorn,Derek Jacobi,NRC,FALSE,1,1.99,FALSE
176,"Zeus, by Jove!","I, Claudius - Season 1",1976,TELEVISION,,Drama,Acorn,Derek Jacobi,NRC,FALSE,1,1.99,FALSE
